Title,Path,Album,Artist,Genre,ArtPath,LeftR,LeftG,LeftB,LeftA,RightR,RightG,RightB,RightA,MixR,MixG,MixB,MixA,Laser,Spark,Line,laserMin,laserMax,laserThreshold,sparkMin,sparkMax,lineMin,lineMax
Stargazer,/Users/isaiahdesrosiers/Documents/Projects/Cymatica/Cymatica/data/Library/Awesome Sauce/Stargazer (ft. Lil Nas X) - VS Impostor V5.mp3,FNF vs Impostor V5,Punkett Lil'NasX,,,0,255,255,255,255,0,0,255,255,255,255,255,FALSE,FALSE,FALSE,0,10,40,50,150,50,150
